"team","season","opponent","year","month","day","teamscore","opponentscore","location","overtime"
"Akron","2016-17","Central Mich.",2017,1,4,62,89,"Away",0
"Akron","2016-17","Bowling Green",2017,1,7,58,62,"Home",0
"Akron","2016-17","Ohio",2017,1,11,69,85,"Home",0
"Akron","2016-17","Ball St.",2017,1,14,70,80,"Away",0
"Akron","2016-17","Northern Ill.",2017,1,18,84,55,"Away",0
"Akron","2016-17","Western Mich.",2017,1,21,57,73,"Home",0
"Akron","2016-17","Eastern Mich.",2017,1,28,80,62,"Home",0
"Akron","2016-17","Ball St.",2017,2,1,63,90,"Home",0
"Akron","2016-17","Bowling Green",2017,2,4,50,86,"Away",0
"Akron","2016-17","Miami (OH)",2017,2,8,49,54,"Away",0
"Akron","2016-17","Kent St.",2017,2,11,58,72,"Home",0
"Akron","2016-17","Toledo",2017,2,15,57,61,"Home",0
"Akron","2016-17","Buffalo",2017,2,18,51,81,"Away",0
"Akron","2016-17","Miami (OH)",2017,2,22,62,66,"Home",0
"Akron","2016-17","Kent St.",2017,2,25,69,73,"Away",0
"Akron","2016-17","Buffalo",2017,3,1,55,81,"Home",0
"Akron","2016-17","Ohio",2017,3,4,48,62,"Away",0
"Akron","2016-17","Toledo",2017,3,6,37,65,"Away",0
"Northeastern","2016-17","Boston U.",2016,11,11,78,59,"Home",0
"Northeastern","2016-17","Canisius",2016,11,13,83,59,"Away",0
"Northeastern","2016-17","Saint Mary's (CA)",2016,11,18,53,77,"Home",0
"Northeastern","2016-17","Quinnipiac",2016,11,20,59,76,"Away",0
"Northeastern","2016-17","Stanford",2016,11,24,45,74,"Neutral",0
"Northeastern","2016-17","Purdue",2016,11,25,54,79,"Neutral",0
"Northeastern","2016-17","Wichita St.",2016,11,26,73,87,"Neutral",0
"Northeastern","2016-17","New Hampshire",2016,12,1,63,66,"Home",1
"Northeastern","2016-17","Maine",2016,12,7,49,68,"Away",0
"Northeastern","2016-17","Michigan St.",2016,12,18,44,78,"Away",0
"Northeastern","2016-17","Denver",2016,12,20,72,69,"Away",0
"Northeastern","2016-17","Siena",2016,12,28,61,50,"Home",0
"Northeastern","2016-17","Hofstra",2017,1,2,53,51,"Away",1
"Northeastern","2016-17","Towson",2017,1,6,72,64,"Home",0
"Northeastern","2016-17","Drexel",2017,1,8,33,63,"Home",0
"Northeastern","2016-17","William & Mary",2017,1,13,58,60,"Away",0
"Northeastern","2016-17","James Madison",2017,1,15,54,74,"Away",0
"Northeastern","2016-17","Delaware",2017,1,20,53,65,"Away",0
"Northeastern","2016-17","UNCW",2017,1,22,55,47,"Home",0
"Northeastern","2016-17","Elon",2017,1,27,65,76,"Home",0
"Northeastern","2016-17","Drexel",2017,1,29,51,74,"Away",0
"Northeastern","2016-17","William & Mary",2017,2,3,54,68,"Home",0
"Northeastern","2016-17","James Madison",2017,2,5,49,67,"Home",0
"Northeastern","2016-17","Elon",2017,2,10,58,70,"Away",0
"Northeastern","2016-17","Col. of Charleston",2017,2,12,61,44,"Home",0
"Northeastern","2016-17","Delaware",2017,2,17,50,41,"Home",0
"Northeastern","2016-17","Towson",2017,2,19,63,51,"Away",0
"Northeastern","2016-17","Col. of Charleston",2017,2,24,86,75,"Away",0
"Northeastern","2016-17","UNCW",2017,2,26,63,68,"Away",0
"Northeastern","2016-17","Hofstra",2017,3,1,52,46,"Home",0
"Northeastern","2016-17","Drexel",2017,3,9,50,68,"Neutral",0
"Northern Ariz.","2016-17","UTEP",2016,11,11,65,51,"Away",0
"Northern Ariz.","2016-17","Antelope Valley",2016,11,13,109,60,"Home",0
"Northern Ariz.","2016-17","Cal Poly",2016,11,18,53,58,"Away",0
"Northern Ariz.","2016-17","UC Santa Barbara",2016,11,20,51,60,"Away",0
"Northern Ariz.","2016-17","Lamar University",2016,11,23,60,75,"Away",0
"Northern Ariz.","2016-17","Youngstown St.",2016,11,28,70,49,"Home",0
"Northern Ariz.","2016-17","CSUN",2016,12,1,79,83,"Home",0
"Northern Ariz.","2016-17","Denver",2016,12,3,82,67,"Home",0
"Northern Ariz.","2016-17","New Mexico St.",2016,12,11,68,79,"Home",0
"Northern Ariz.","2016-17","Grand Canyon",2016,12,19,65,76,"Away",0
"Northern Ariz.","2016-17","Utah",2016,12,21,65,78,"Away",0
"Northern Ariz.","2016-17","Southern Utah",2016,12,31,77,68,"Away",1
"Northern Ariz.","2016-17","North Dakota",2017,1,5,78,80,"Home",0
"Northern Ariz.","2016-17","Northern Colo.",2017,1,7,66,69,"Home",0
"Northern Ariz.","2016-17","Sacramento St.",2017,1,14,76,82,"Away",0
"Northern Ariz.","2016-17","Portland St.",2017,1,16,55,56,"Away",0
"Northern Ariz.","2016-17","Eastern Wash.",2017,1,19,56,47,"Home",0
"Northern Ariz.","2016-17","Idaho",2017,1,21,80,91,"Home",0
"Northern Ariz.","2016-17","Northern Colo.",2017,1,26,64,75,"Away",0
"Northern Ariz.","2016-17","North Dakota",2017,1,28,69,88,"Away",0
"Northern Ariz.","2016-17","Idaho St.",2017,2,2,51,64,"Home",0
"Northern Ariz.","2016-17","Weber St.",2017,2,4,64,75,"Home",0
"Northern Ariz.","2016-17","Montana St.",2017,2,9,69,86,"Away",0
"Northern Ariz.","2016-17","Montana",2017,2,11,59,60,"Away",0
"Northern Ariz.","2016-17","Southern Utah",2017,2,18,77,65,"Home",0
"Northern Ariz.","2016-17","Sacramento St.",2017,2,23,91,88,"Home",0
"Northern Ariz.","2016-17","Portland St.",2017,2,25,73,74,"Home",1
"Northern Ariz.","2016-17","Idaho",2017,3,1,76,61,"Away",0
"Northern Ariz.","2016-17","Eastern Wash.",2017,3,3,64,79,"Away",0
"Northern Ariz.","2016-17","Portland St.",2017,3,6,76,88,"Neutral",0
"Northern Colo.","2016-17","Colorado",2016,11,11,62,83,"Home",0
"Northern Colo.","2016-17","Denver",2016,11,14,68,48,"Home",0
"Northern Colo.","2016-17","FGCU",2016,11,18,77,74,"Home",2
"Northern Colo.","2016-17","San Diego",2016,11,20,54,51,"Home",0
"Northern Colo.","2016-17","UTSA",2016,11,25,73,66,"Away",0
"Northern Colo.","2016-17","Eastern Mich.",2016,11,27,58,57,"Neutral",0
"Northern Colo.","2016-17","Colorado St.",2016,12,4,47,58,"Away",0
"Northern Colo.","2016-17","Air Force",2016,12,10,71,44,"Away",0
"Northern Colo.","2016-17","Colo. Christian",2016,12,13,90,47,"Home",0
"Northern Colo.","2016-17","Saint Mary's (CA)",2016,12,16,65,75,"Away",0
"Northern Colo.","2016-17","Pacific",2016,12,19,60,56,"Away",0
"Northern Colo.","2016-17","Sacramento St.",2016,12,29,95,88,"Home",0
"Northern Colo.","2016-17","Portland St.",2016,12,31,91,62,"Home",0
"Northern Colo.","2016-17","Southern Utah",2017,1,5,83,53,"Away",0
"Northern Colo.","2016-17","Northern Ariz.",2017,1,7,69,66,"Away",0
"Northern Colo.","2016-17","Montana",2017,1,12,65,46,"Home",0
"Northern Colo.","2016-17","Montana St.",2017,1,14,66,58,"Home",0
"Northern Colo.","2016-17","Idaho St.",2017,1,19,77,62,"Away",0
"Northern Colo.","2016-17","Weber St.",2017,1,21,88,79,"Away",0
"Northern Colo.","2016-17","Northern Ariz.",2017,1,26,75,64,"Home",0
"Northern Colo.","2016-17","Southern Utah",2017,1,28,74,55,"Home",0
"Northern Colo.","2016-17","North Dakota",2017,2,4,51,57,"Home",0
"Northern Colo.","2016-17","Idaho",2017,2,9,71,67,"Away",0
"Northern Colo.","2016-17","Eastern Wash.",2017,2,11,61,67,"Away",0
"Northern Colo.","2016-17","Weber St.",2017,2,16,86,62,"Home",0
"Northern Colo.","2016-17","Idaho St.",2017,2,18,58,68,"Home",0
"Northern Colo.","2016-17","North Dakota",2017,2,25,68,75,"Away",0
"Northern Colo.","2016-17","Portland St.",2017,3,1,57,50,"Away",0
"Northern Colo.","2016-17","Sacramento St.",2017,3,3,102,74,"Away",0
"Northern Colo.","2016-17","Idaho St.",2017,3,8,59,60,"Neutral",0
"Northern Ill.","2016-17","Loyola Chicago",2016,11,11,90,70,"Away",0
"Northern Ill.","2016-17","Milwaukee",2016,11,16,114,104,"Home",2
"Northern Ill.","2016-17","Western Ill.",2016,11,19,79,83,"Away",0
"Northern Ill.","2016-17","Chicago St.",2016,11,22,94,85,"Home",0
"Northern Ill.","2016-17","Illinois St.",2016,11,26,108,66,"Home",0
"Northern Ill.","2016-17","Drake",2016,11,30,86,95,"Away",0
"Northern Ill.","2016-17","Bradley",2016,12,2,81,51,"Away",0
"Northern Ill.","2016-17","Iowa St.",2016,12,11,89,97,"Away",0
"Northern Ill.","2016-17","SIUE",2016,12,16,97,78,"Home",0
"Northern Ill.","2016-17","South Dakota",2016,12,19,83,97,"Neutral",0
"Northern Ill.","2016-17","Kansas City",2016,12,20,86,75,"Away",0
"Northern Ill.","2016-17","Eastern Mich.",2016,12,31,85,73,"Home",0
"Northern Ill.","2016-17","Bowling Green",2017,1,4,89,76,"Away",0
"Northern Ill.","2016-17","Ohio",2017,1,7,88,80,"Home",0
"Northern Ill.","2016-17","Kent St.",2017,1,11,98,97,"Away",0
"Northern Ill.","2016-17","Toledo",2017,1,14,77,73,"Away",0
"Northern Ill.","2016-17","Akron",2017,1,18,55,84,"Home",0
"Northern Ill.","2016-17","Miami (OH)",2017,1,21,89,76,"Home",0
"Northern Ill.","2016-17","Kent St.",2017,1,25,93,72,"Home",0
"Northern Ill.","2016-17","Ball St.",2017,1,28,101,96,"Away",0
"Northern Ill.","2016-17","Western Mich.",2017,2,4,67,62,"Home",0
"Northern Ill.","2016-17","Central Mich.",2017,2,8,94,109,"Home",0
"Northern Ill.","2016-17","Buffalo",2017,2,11,89,80,"Away",0
"Northern Ill.","2016-17","Miami (OH)",2017,2,15,63,61,"Away",0
"Northern Ill.","2016-17","Ball St.",2017,2,18,84,92,"Home",0
"Northern Ill.","2016-17","Central Mich.",2017,2,22,86,109,"Away",0
"Northern Ill.","2016-17","Eastern Mich.",2017,2,25,81,71,"Away",0
"Northern Ill.","2016-17","Toledo",2017,3,1,75,79,"Home",0
"Northern Ill.","2016-17","Western Mich.",2017,3,4,77,90,"Away",0
"Northern Ill.","2016-17","Ohio",2017,3,8,72,71,"Neutral",0
"Northern Ill.","2016-17","Western Mich.",2017,3,10,83,55,"Neutral",0
"Northern Ill.","2016-17","Toledo",2017,3,11,71,82,"Neutral",0
"Northern Ill.","2016-17","South Dakota St.",2017,3,16,84,94,"Away",0
"UNI","2016-17","IUPUI",2016,11,11,69,62,"Away",0
"UNI","2016-17","Iowa St.",2016,11,15,68,76,"Away",0
"UNI","2016-17","Wis.-Parkside",2016,11,20,72,57,"Home",0
"UNI","2016-17","Oklahoma St.",2016,11,23,57,81,"Away",0
"UNI","2016-17","Idaho",2016,11,25,76,74,"Neutral",0
"UNI","2016-17","Denver",2016,11,26,79,68,"Neutral",0
"UNI","2016-17","South Dakota St.",2016,12,1,50,61,"Home",0
"UNI","2016-17","Iowa",2016,12,4,39,88,"Away",0
"UNI","2016-17","Creighton",2016,12,10,50,49,"Home",0
"UNI","2016-17","North Dakota",2016,12,18,74,53,"Home",0
"UNI","2016-17","Kansas St.",2016,12,22,67,59,"Home",0
"UNI","2016-17","Missouri St.",2016,12,30,61,54,"Away",0
"UNI","2016-17","Wichita St.",2017,1,1,63,61,"Away",0
"UNI","2016-17","Southern Ill.",2017,1,6,79,49,"Home",0
"UNI","2016-17","Evansville",2017,1,8,54,40,"Home",0
"UNI","2016-17","Illinois St.",2017,1,13,78,40,"Away",0
"UNI","2016-17","Bradley",2017,1,15,72,53,"Away",0
"UNI","2016-17","Indiana St.",2017,1,20,59,47,"Home",0
"UNI","2016-17","Loyola Chicago",2017,1,22,68,30,"Home",0
"UNI","2016-17","Drake",2017,1,27,79,88,"Home",2
"UNI","2016-17","Evansville",2017,2,3,62,36,"Away",0
"UNI","2016-17","Southern Ill.",2017,2,5,59,64,"Away",0
"UNI","2016-17","Bradley",2017,2,10,70,50,"Home",0
"UNI","2016-17","Illinois St.",2017,2,12,82,51,"Home",0
"UNI","2016-17","Loyola Chicago",2017,2,17,89,43,"Away",0
"UNI","2016-17","Indiana St.",2017,2,19,61,59,"Away",1
"UNI","2016-17","Drake",2017,2,24,57,70,"Away",0
"UNI","2016-17","Wichita St.",2017,3,2,62,37,"Home",0
"UNI","2016-17","Missouri St.",2017,3,4,65,64,"Home",0
"UNI","2016-17","Bradley",2017,3,10,69,39,"Neutral",0
"UNI","2016-17","Evansville",2017,3,11,82,58,"Neutral",0
"UNI","2016-17","Drake",2017,3,12,69,74,"Neutral",1
"UNI","2016-17","DePaul",2017,3,17,67,88,"Neutral",0
"Northern Ky.","2016-17","Indiana St.",2016,11,11,38,58,"Away",0
"Northern Ky.","2016-17","Miami (OH)",2016,11,15,50,60,"Home",0
"Northern Ky.","2016-17","Ind.-East",2016,11,19,66,46,"Home",0
"Northern Ky.","2016-17","Ohio",2016,11,21,41,58,"Away",0
"Northern Ky.","2016-17","ETSU",2016,11,26,62,56,"Home",0
"Northern Ky.","2016-17","Stetson",2016,11,30,45,54,"Home",0
"Northern Ky.","2016-17","Tennessee Tech",2016,12,4,40,55,"Away",0
"Northern Ky.","2016-17","Indiana",2016,12,8,49,100,"Away",0
"Northern Ky.","2016-17","Murray St.",2016,12,10,69,72,"Home",1
"Northern Ky.","2016-17","Portland St.",2016,12,19,54,77,"Neutral",0
"Northern Ky.","2016-17","Arkansas St.",2016,12,20,83,78,"Neutral",0
"Northern Ky.","2016-17","Southern Miss.",2016,12,21,58,53,"Neutral",0
"Northern Ky.","2016-17","Green Bay",2016,12,29,39,70,"Away",0
"Northern Ky.","2016-17","Milwaukee",2016,12,31,44,72,"Away",0
"Northern Ky.","2016-17","Cleveland St.",2017,1,5,54,58,"Home",0
"Northern Ky.","2016-17","Youngstown St.",2017,1,7,87,81,"Home",1
"Northern Ky.","2016-17","Wright St.",2017,1,14,63,70,"Home",0
"Northern Ky.","2016-17","Detroit Mercy",2017,1,16,49,57,"Away",0
"Northern Ky.","2016-17","Valparaiso",2017,1,20,70,55,"Away",0
"Northern Ky.","2016-17","UIC",2017,1,22,58,37,"Away",0
"Northern Ky.","2016-17","Oakland",2017,1,27,47,61,"Home",0
"Northern Ky.","2016-17","Detroit Mercy",2017,1,29,53,55,"Home",0
"Northern Ky.","2016-17","Wright St.",2017,2,4,47,67,"Away",0
"Northern Ky.","2016-17","UIC",2017,2,9,66,49,"Home",0
"Northern Ky.","2016-17","Valparaiso",2017,2,11,32,41,"Home",0
"Northern Ky.","2016-17","Youngstown St.",2017,2,16,73,77,"Away",1
"Northern Ky.","2016-17","Cleveland St.",2017,2,18,58,77,"Away",0
"Northern Ky.","2016-17","Oakland",2017,2,20,66,86,"Away",0
"Northern Ky.","2016-17","Milwaukee",2017,2,24,72,51,"Home",0
"Northern Ky.","2016-17","Green Bay",2017,2,26,37,74,"Home",0
"Northern Ky.","2016-17","UIC",2017,3,3,60,72,"Neutral",0
"Northwestern St.","2016-17","LeTourneau",2016,11,11,80,68,"Home",0
"Northwestern St.","2016-17","LSU-Alexandria",2016,11,19,97,76,"Home",0
"Northwestern St.","2016-17","Central Baptist",2016,11,21,93,42,"Home",0
"Northwestern St.","2016-17","Texas",2016,11,23,39,86,"Away",0
"Northwestern St.","2016-17","Mississippi Val.",2016,11,25,64,68,"Home",0
"Northwestern St.","2016-17","Memphis",2016,11,30,38,54,"Away",0
"Northwestern St.","2016-17","La.-Monroe",2016,12,4,67,65,"Home",0
"Northwestern St.","2016-17","Jackson St.",2016,12,11,83,65,"Home",0
"Northwestern St.","2016-17","Arkansas",2016,12,18,36,65,"Away",0
"Northwestern St.","2016-17","Louisiana Col.",2016,12,20,113,65,"Home",0
"Northwestern St.","2016-17","Mississippi St.",2016,12,28,30,106,"Away",0
"Northwestern St.","2016-17","McNeese",2016,12,31,63,68,"Home",0
"Northwestern St.","2016-17","Central Ark.",2017,1,2,43,76,"Away",0
"Northwestern St.","2016-17","UIW",2017,1,5,76,74,"Away",0
"Northwestern St.","2016-17","A&M-Corpus Christi",2017,1,7,51,60,"Away",0
"Northwestern St.","2016-17","Nicholls St.",2017,1,12,75,58,"Home",0
"Northwestern St.","2016-17","Sam Houston St.",2017,1,14,78,51,"Home",0
"Northwestern St.","2016-17","McNeese",2017,1,21,52,68,"Away",0
"Northwestern St.","2016-17","Southeastern La.",2017,1,25,58,69,"Away",0
"Northwestern St.","2016-17","Lamar University",2017,1,28,60,73,"Away",0
"Northwestern St.","2016-17","SFA",2017,2,4,76,72,"Home",1
"Northwestern St.","2016-17","Houston Baptist",2017,2,9,75,54,"Home",0
"Northwestern St.","2016-17","Abilene Christian",2017,2,11,57,79,"Away",0
"Northwestern St.","2016-17","Southeastern La.",2017,2,16,89,71,"Home",0
"Northwestern St.","2016-17","Abilene Christian",2017,2,18,74,75,"Home",0
"Northwestern St.","2016-17","Sam Houston St.",2017,2,23,73,92,"Away",0
"Northwestern St.","2016-17","New Orleans",2017,2,25,95,93,"Home",0
"Northwestern St.","2016-17","SFA",2017,3,2,67,80,"Away",0
"Northwestern St.","2016-17","Central Ark.",2017,3,4,51,62,"Home",0
"Northwestern St.","2016-17","A&M-Corpus Christi",2017,3,9,46,57,"Neutral",0
"Northwestern","2016-17","Hampton",2016,11,11,67,48,"Home",0
"Northwestern","2016-17","Oral Roberts",2016,11,13,64,55,"Home",0
"Northwestern","2016-17","Missouri St.",2016,11,16,75,52,"Home",0
"Northwestern","2016-17","DePaul",2016,11,19,66,89,"Away",0
"Northwestern","2016-17","Florida",2016,11,25,73,68,"Home",0
"Northwestern","2016-17","Evansville",2016,11,27,88,66,"Home",0
"Northwestern","2016-17","Virginia",2016,12,1,69,60,"Home",0
"Northwestern","2016-17","Chicago St.",2016,12,4,75,42,"Home",0
"Northwestern","2016-17","Milwaukee",2016,12,11,65,63,"Away",0
"Northwestern","2016-17","UIC",2016,12,13,88,44,"Home",0
"Northwestern","2016-17","Santa Clara",2016,12,17,87,75,"Away",0
"Northwestern","2016-17","Gonzaga",2016,12,19,56,67,"Away",0
"Northwestern","2016-17","UT Martin",2016,12,22,82,59,"Home",0
"Northwestern","2016-17","Nebraska",2016,12,28,62,58,"Away",0
"Northwestern","2016-17","Purdue",2016,12,31,76,60,"Home",0
"Northwestern","2016-17","Ohio St.",2017,1,3,87,94,"Home",0
"Northwestern","2016-17","Maryland",2017,1,7,65,96,"Away",0
"Northwestern","2016-17","Indiana",2017,1,14,80,67,"Home",0
"Northwestern","2016-17","Michigan St.",2017,1,17,76,65,"Home",0
"Northwestern","2016-17","Michigan",2017,1,25,54,80,"Away",0
"Northwestern","2016-17","Rutgers",2017,1,29,55,37,"Away",0
"Northwestern","2016-17","Wisconsin",2017,2,1,63,43,"Home",0
"Northwestern","2016-17","Penn St.",2017,2,5,58,74,"Home",0
"Northwestern","2016-17","Indiana",2017,2,11,38,66,"Away",0
"Northwestern","2016-17","Minnesota",2017,2,13,61,71,"Away",0
"Northwestern","2016-17","Iowa",2017,2,16,59,78,"Away",0
"Northwestern","2016-17","Illinois",2017,2,19,66,53,"Home",0
"Northwestern","2016-17","Rutgers",2017,2,23,60,38,"Home",0
"Northwestern","2016-17","Purdue",2017,2,26,59,61,"Away",0
"Northwestern","2016-17","Iowa",2017,3,2,78,73,"Neutral",0
"Northwestern","2016-17","Ohio St.",2017,3,3,68,99,"Neutral",0
"Baylor","2016-17","Houston Baptist",2016,11,11,118,43,"Home",0
"Baylor","2016-17","UCLA",2016,11,14,84,70,"Home",0
"Baylor","2016-17","UConn",2016,11,17,61,72,"Away",0
"Baylor","2016-17","Mississippi Val.",2016,11,20,101,36,"Home",0
"Baylor","2016-17","Southeastern La.",2016,11,22,109,38,"Home",0
"Baylor","2016-17","Kent St.",2016,11,25,84,42,"Neutral",0
"Baylor","2016-17","DePaul",2016,11,26,104,72,"Neutral",0
"Baylor","2016-17","Ohio St.",2016,11,27,85,68,"Neutral",0
"Baylor","2016-17","Abilene Christian",2016,12,1,79,34,"Home",0
"Baylor","2016-17","Tennessee",2016,12,4,88,66,"Away",0
"Baylor","2016-17","Texas St.",2016,12,6,90,24,"Home",0
"Baylor","2016-17","Winthrop",2016,12,15,140,32,"Home",0
"Baylor","2016-17","Kansas St.",2016,12,29,87,57,"Home",0
"Baylor","2016-17","Kansas",2017,1,1,90,43,"Home",0
"Baylor","2016-17","West Virginia",2017,1,4,91,56,"Away",0
"Baylor","2016-17","Oklahoma St.",2017,1,7,86,50,"Away",0
"Baylor","2016-17","TCU",2017,1,11,77,54,"Home",0
"Baylor","2016-17","Kansas",2017,1,15,92,43,"Away",0
"Baylor","2016-17","Iowa St.",2017,1,18,68,42,"Home",0
"Baylor","2016-17","West Virginia",2017,1,21,79,73,"Home",0
"Baylor","2016-17","Kansas St.",2017,1,25,91,49,"Away",0
"Baylor","2016-17","Oklahoma",2017,1,29,92,58,"Home",0
"Baylor","2016-17","Iowa St.",2017,2,1,83,52,"Away",0
"Baylor","2016-17","Texas Tech",2017,2,4,79,61,"Away",0
"Baylor","2016-17","Texas",2017,2,6,79,85,"Home",0
"Baylor","2016-17","TCU",2017,2,12,91,73,"Away",0
"Baylor","2016-17","Oklahoma St.",2017,2,18,89,67,"Home",0
"Baylor","2016-17","Texas",2017,2,20,70,67,"Away",0
"Baylor","2016-17","Texas Tech",2017,2,25,86,48,"Home",0
"Baylor","2016-17","Oklahoma",2017,2,27,103,64,"Away",0
"Baylor","2016-17","Texas Tech",2017,3,4,95,63,"Neutral",0
"Baylor","2016-17","Kansas St.",2017,3,5,88,71,"Neutral",0
"Baylor","2016-17","West Virginia",2017,3,6,66,77,"Neutral",0
"Baylor","2016-17","Texas Southern",2017,3,18,119,30,"Home",0
"Baylor","2016-17","California",2017,3,20,86,46,"Home",0
"Baylor","2016-17","Louisville",2017,3,24,97,63,"Neutral",0
"Baylor","2016-17","Mississippi St.",2017,3,26,85,94,"Neutral",1
"Notre Dame","2016-17","Central Mich.",2016,11,11,107,47,"Home",0
"Notre Dame","2016-17","Fordham",2016,11,14,67,36,"Home",0
"Notre Dame","2016-17","Green Bay",2016,11,17,71,67,"Home",0
"Notre Dame","2016-17","Washington",2016,11,20,71,60,"Home",0
"Notre Dame","2016-17","Louisiana",2016,11,22,91,51,"Neutral",0
"Notre Dame","2016-17","TCU",2016,11,26,92,59,"Home",0
"Notre Dame","2016-17","Iowa",2016,11,30,73,58,"Away",0
"Notre Dame","2016-17","Valparaiso",2016,12,4,114,54,"Home",0
"Notre Dame","2016-17","UConn",2016,12,7,61,72,"Home",0
"Notre Dame","2016-17","DePaul",2016,12,10,75,61,"Away",0
"Notre Dame","2016-17","Toledo",2016,12,18,85,68,"Away",0
"Notre Dame","2016-17","Michigan St.",2016,12,20,79,61,"Away",0
"Notre Dame","2016-17","Chattanooga",2016,12,27,79,58,"Away",0
"Notre Dame","2016-17","NC State",2016,12,29,62,70,"Away",0
"Notre Dame","2016-17","Georgia Tech",2017,1,2,55,38,"Away",0
"Notre Dame","2016-17","Wake Forest",2017,1,5,92,72,"Home",0
"Notre Dame","2016-17","Miami (FL)",2017,1,8,67,55,"Away",0
"Notre Dame","2016-17","Pittsburgh",2017,1,12,86,54,"Home",0
"Notre Dame","2016-17","Tennessee",2017,1,16,69,71,"Away",0
"Notre Dame","2016-17","Boston College",2017,1,19,80,69,"Away",0
"Notre Dame","2016-17","North Carolina",2017,1,22,77,55,"Away",0
"Notre Dame","2016-17","Duke",2017,1,26,62,58,"Home",0
"Notre Dame","2016-17","Virginia",2017,1,29,82,74,"Home",0
"Notre Dame","2016-17","Virginia Tech",2017,2,2,76,59,"Away",0
"Notre Dame","2016-17","Louisville",2017,2,6,85,66,"Home",0
"Notre Dame","2016-17","Georgia Tech",2017,2,12,90,69,"Home",0
"Notre Dame","2016-17","Clemson",2017,2,16,84,80,"Away",0
"Notre Dame","2016-17","Syracuse",2017,2,19,85,80,"Away",0
"Notre Dame","2016-17","Boston College",2017,2,23,82,45,"Home",0
"Notre Dame","2016-17","Florida St.",2017,2,26,79,61,"Home",0
"Notre Dame","2016-17","Virginia",2017,3,3,76,59,"Neutral",0
"Notre Dame","2016-17","Louisville",2017,3,4,84,73,"Neutral",0
"Notre Dame","2016-17","Duke",2017,3,5,84,61,"Neutral",0
"Notre Dame","2016-17","Robert Morris",2017,3,17,79,49,"Home",0
"Notre Dame","2016-17","Purdue",2017,3,19,88,82,"Home",1
"Notre Dame","2016-17","Ohio St.",2017,3,24,99,76,"Neutral",0
"Notre Dame","2016-17","Stanford",2017,3,26,75,76,"Neutral",0
"Oakland","2016-17","Michigan",2016,11,11,63,101,"Away",0
"Oakland","2016-17","Marygrove",2016,11,14,126,31,"Home",0
"Oakland","2016-17","Purdue Fort Wayne",2016,11,19,82,61,"Away",0
"Oakland","2016-17","Central Mich.",2016,11,22,67,70,"Away",2
"Oakland","2016-17","Concordia (MI)",2016,11,27,99,32,"Home",0
"Oakland","2016-17","Chicago St.",2016,11,29,80,60,"Away",0
"Oakland","2016-17","Michigan St.",2016,12,2,74,81,"Away",0
"Oakland","2016-17","North Dakota St.",2016,12,5,95,66,"Home",0
"Oakland","2016-17","Ball St.",2016,12,11,59,66,"Home",0
"Oakland","2016-17","Indiana",2016,12,17,59,84,"Away",0
"Oakland","2016-17","Vermont",2016,12,20,79,55,"Home",0
"Oakland","2016-17","UIC",2016,12,29,81,58,"Home",0
"Oakland","2016-17","Valparaiso",2016,12,31,104,63,"Home",0
"Oakland","2016-17","Detroit Mercy",2017,1,7,71,80,"Home",0
"Oakland","2016-17","Milwaukee",2017,1,11,75,73,"Away",0
"Oakland","2016-17","Green Bay",2017,1,13,47,89,"Away",0
"Oakland","2016-17","Wright St.",2017,1,16,61,73,"Home",0
"Oakland","2016-17","Cleveland St.",2017,1,20,62,74,"Home",0
"Oakland","2016-17","Youngstown St.",2017,1,22,80,54,"Home",0
"Oakland","2016-17","Northern Ky.",2017,1,27,61,47,"Away",0
"Oakland","2016-17","Wright St.",2017,1,29,66,84,"Away",0
"Oakland","2016-17","Green Bay",2017,2,2,74,71,"Home",0
"Oakland","2016-17","Milwaukee",2017,2,4,77,63,"Home",0
"Oakland","2016-17","Detroit Mercy",2017,2,11,61,71,"Away",0
"Oakland","2016-17","Valparaiso",2017,2,16,98,60,"Away",0
"Oakland","2016-17","UIC",2017,2,18,78,50,"Away",0
"Oakland","2016-17","Northern Ky.",2017,2,20,86,66,"Home",0
"Oakland","2016-17","Youngstown St.",2017,2,23,80,58,"Away",0
"Oakland","2016-17","Cleveland St.",2017,2,25,93,79,"Away",0
"Oakland","2016-17","Milwaukee",2017,3,5,60,82,"Neutral",0
"Ohio St.","2016-17","Duquesne",2016,11,11,89,69,"Home",0
"Ohio St.","2016-17","South Carolina",2016,11,14,80,92,"Home",0
"Ohio St.","2016-17","Cleveland St.",2016,11,16,96,78,"Home",0
"Ohio St.","2016-17","LIU",2016,11,19,113,54,"Home",0
"Ohio St.","2016-17","FGCU",2016,11,25,79,66,"Neutral",0
"Ohio St.","2016-17","Syracuse",2016,11,26,77,72,"Neutral",0
"Ohio St.","2016-17","Baylor",2016,11,27,68,85,"Neutral",0
"Ohio St.","2016-17","Miami (FL)",2016,12,1,89,94,"Home",1
"Ohio St.","2016-17","Cincinnati",2016,12,4,80,38,"Home",0
"Ohio St.","2016-17","Southern U.",2016,12,7,108,73,"Home",0
"Ohio St.","2016-17","Canisius",2016,12,11,89,56,"Home",0
"Ohio St.","2016-17","Alabama St.",2016,12,16,118,61,"Home",0
"Ohio St.","2016-17","UConn",2016,12,19,63,82,"Away",0
"Ohio St.","2016-17","Winthrop",2016,12,21,88,48,"Home",0
"Ohio St.","2016-17","Minnesota",2016,12,28,87,62,"Home",0
